BA,木作
BA,組裝
BA,加班
BA,補助
BA,櫃體
BA,木皮
BA,儲藏櫃
BA,抽屜
BA,線板
CA,塗裝
CA,噴漆
CA,粉刷
DA,玻璃
EA,金屬
EA,五金
EA,鍍鈦
FA,織品
FA2,繃布
FA2,絨布
IB,指標
IB,水晶字
IB,壓克力
IB,LOGO
JD,燈具
JD,LED
JD,變壓器
JD2,T5燈具
LA,水電
LA,電源
LA,電話
LA,網路
SA,包裝
SA,保護
SB,運輸
SB,搬運
VA,清潔
VA,清運
